"LOCATION","Country","INDICATOR","Indicator","MEASURE","Measure","INEQUALITY","Inequality","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"ESP","Spain","WL_TNOW","Time devoted to leisure and personal care","L","Value","MN","Men","HOUR","Hours","0","Units",,,16.1,,
"GBR","United Kingdom","WL_TNOW","Time devoted to leisure and personal care","L","Value","MN","Men","HOUR","Hours","0","Units",,,15,,
"EST","Estonia","WL_TNOW","Time devoted to leisure and personal care","L","Value","MN","Men","HOUR","Hours","0","Units",,,15.4,,
"AUT","Austria","WL_TNOW","Time devoted to leisure and personal care","L","Value","WMN","Women","HOUR","Hours","0","Units",,,14.31,,
"BEL","Belgium","WL_TNOW","Time devoted to leisure and personal care","L","Value","WMN","Women","HOUR","Hours","0","Units",,,15.33,,
"FIN","Finland","WL_TNOW","Time devoted to leisure and personal care","L","Value","WMN","Women","HOUR","Hours","0","Units",,,15.05,,
"FRA","France","WL_TNOW","Time devoted to leisure and personal care","L","Value","WMN","Women","HOUR","Hours","0","Units",,,15.92,,
"DEU","Germany","WL_TNOW","Time devoted to leisure and personal care","L","Value","WMN","Women","HOUR","Hours","0","Units",,,15.57,,
"GRC","Greece","WL_TNOW","Time devoted to leisure and personal care","L","Value","WMN","Women","HOUR","Hours","0","Units",,,14.78,,
"HUN","Hungary","WL_TNOW","Time devoted to leisure and personal care","L","Value","WMN","Women","HOUR","Hours","0","Units",,,14.55,,
"IRL","Ireland","WL_TNOW","Time devoted to leisure and personal care","L","Value","WMN","Women","HOUR","Hours","0","Units",,,14.41,,
"ITA","Italy","WL_TNOW","Time devoted to leisure and personal care","L","Value","WMN","Women","HOUR","Hours","0","Units",,,15.52,,
"NLD","Netherlands","WL_TNOW","Time devoted to leisure and personal care","L","Value","WMN","Women","HOUR","Hours","0","Units",,,15.67,,
"NOR","Norway","WL_TNOW","Time devoted to leisure and personal care","L","Value","WMN","Women","HOUR","Hours","0","Units",,,16.39,,
"POL","Poland","WL_TNOW","Time devoted to leisure and personal care","L","Value","WMN","Women","HOUR","Hours","0","Units",,,14.33,,
"ESP","Spain","WL_TNOW","Time devoted to leisure and personal care","L","Value","WMN","Women","HOUR","Hours","0","Units",,,15.26,,
"GBR","United Kingdom","WL_TNOW","Time devoted to leisure and personal care","L","Value","WMN","Women","HOUR","Hours","0","Units",,,14.88,,
"EST","Estonia","WL_TNOW","Time devoted to leisure and personal care","L","Value","WMN","Women","HOUR","Hours","0","Units",,,14.55,,
"LTU","Lithuania","CG_SENG","Stakeholder engagement for developing regulations","L","Value","TOT","Total","AVSCORE","Average score","0","Units",,,2.4,,
"LTU","Lithuania","HO_BASE","Dwellings without basic facilities","L","Value","TOT","Total","PC","Percentage","0","Units",,,11.8,,
"LTU","Lithuania","HO_HISH","Housing expenditure","L","Value","TOT","Total","PC","Percentage","0","Units",,,18.4,,
"LTU","Lithuania","PS_FSAFEN","Feeling safe walking alone at night","L","Value","TOT","Total","PC","Percentage","0","Units",,,62,,
"LTU","Lithuania","PS_FSAFEN","Feeling safe walking alone at night","L","Value","MN","Men","PC","Percentage","0","Units",,,69,,
"LTU","Lithuania","PS_FSAFEN","Feeling safe walking alone at night","L","Value","WMN","Women","PC","Percentage","0","Units",,,56,,
"LTU","Lithuania","HO_NUMR","Rooms per person","L","Value","TOT","Total","RATIO","Ratio","0","Units",,,1.5,,
"LTU","Lithuania","IW_HADI","Household net adjusted disposable income","L","Value","TOT","Total","USD","US Dollar","0","Units",,,26976,,
"LTU","Lithuania","IW_HNFW","Household net wealth","L","Value","TOT","Total","USD","US Dollar","0","Units",,,182039,,
"LTU","Lithuania","JE_EMPL","Employment rate","L","Value","TOT","Total","PC","Percentage","0","Units",,,72,,
"LTU","Lithuania","JE_EMPL","Employment rate","L","Value","MN","Men","PC","Percentage","0","Units",,,72,,
"LTU","Lithuania","JE_EMPL","Employment rate","L","Value","WMN","Women","PC","Percentage","0","Units",,,71,,
"LTU","Lithuania","JE_LTUR","Long-term unemployment rate","L","Value","TOT","Total","PC","Percentage","0","Units",,,2.5,,
"LTU","Lithuania","JE_LTUR","Long-term unemployment rate","L","Value","MN","Men","PC","Percentage","0","Units",,,2.5,,
"LTU","Lithuania","JE_LTUR","Long-term unemployment rate","L","Value","WMN","Women","PC","Percentage","0","Units",,,2.4,,
"LTU","Lithuania","JE_PEARN","Personal earnings","L","Value","TOT","Total","USD","US Dollar","0","Units",,,31811,,
"LTU","Lithuania","SC_SNTWS","Quality of support network","L","Value","TOT","Total","PC","Percentage","0","Units",,,89,,
"LTU","Lithuania","SC_SNTWS","Quality of support network","L","Value","MN","Men","PC","Percentage","0","Units",,,89,,
"LTU","Lithuania","SC_SNTWS","Quality of support network","L","Value","WMN","Women","PC","Percentage","0","Units",,,88,,
"LTU","Lithuania","SC_SNTWS","Quality of support network","L","Value","HGH","High","PC","Percentage","0","Units",,,96,,
"LTU","Lithuania","SC_SNTWS","Quality of support network","L","Value","LW","Low","PC","Percentage","0","Units",,,88,,
"LTU","Lithuania","ES_EDUA","Educational attainment","L","Value","TOT","Total","PC","Percentage","0","Units",,,94,,
"LTU","Lithuania","ES_EDUA","Educational attainment","L","Value","MN","Men","PC","Percentage","0","Units",,,91,,
"LTU","Lithuania","ES_EDUA","Educational attainment","L","Value","WMN","Women","PC","Percentage","0","Units",,,96,,
"LTU","Lithuania","ES_STCS","Student skills","L","Value","TOT","Total","AVSCORE","Average score","0","Units",,,480,,
"LTU","Lithuania","ES_STCS","Student skills","L","Value","MN","Men","AVSCORE","Average score","0","Units",,,472,,
"LTU","Lithuania","ES_STCS","Student skills","L","Value","WMN","Women","AVSCORE","Average score","0","Units",,,488,,
"LTU","Lithuania","ES_STCS","Student skills","L","Value","HGH","High","AVSCORE","Average score","0","Units",,,522,,
"LTU","Lithuania","ES_STCS","Student skills","L","Value","LW","Low","AVSCORE","Average score","0","Units",,,432,,
"LTU","Lithuania","ES_EDUEX","Years in education","L","Value","TOT","Total","YR","Years","0","Units",,,18,,
"LTU","Lithuania","ES_EDUEX","Years in education","L","Value","MN","Men","YR","Years","0","Units",,,18,,
"LTU","Lithuania","ES_EDUEX","Years in education","L","Value","WMN","Women","YR","Years","0","Units",,,19,,
"LTU","Lithuania","EQ_AIRP","Air pollution","L","Value","TOT","Total","MICRO_M3","Micrograms per cubic metre","0","Units",,,10.5,,
"LTU","Lithuania","EQ_WATER","Water quality","L","Value","TOT","Total","PC","Percentage","0","Units",,,83,,
"LTU","Lithuania","EQ_WATER","Water quality","L","Value","MN","Men","PC","Percentage","0","Units",,,85,,
"LTU","Lithuania","EQ_WATER","Water quality","L","Value","WMN","Women","PC","Percentage","0","Units",,,81,,
"LTU","Lithuania","CG_VOTO","Voter turnout","L","Value","TOT","Total","PC","Percentage","0","Units",,,57,,
"LTU","Lithuania","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,76.4,,
"LTU","Lithuania","HS_LEB","Life expectancy","L","Value","MN","Men","YR","Years","0","Units",,,71.6,,
"LTU","Lithuania","HS_LEB","Life expectancy","L","Value","WMN","Women","YR","Years","0","Units",,,81.2,,
"LTU","Lithuania","HS_SFRH","Self-reported health","L","Value","TOT","Total","PC","Percentage","0","Units",,,46,,
"LTU","Lithuania","HS_SFRH","Self-reported health","L","Value","MN","Men","PC","Percentage","0","Units",,,52,,
"LTU","Lithuania","HS_SFRH","Self-reported health","L","Value","WMN","Women","PC","Percentage","0","Units",,,42,,
"LTU","Lithuania","HS_SFRH","Self-reported health","L","Value","HGH","High","PC","Percentage","0","Units",,,67,,
"LTU","Lithuania","HS_SFRH","Self-reported health","L","Value","LW","Low","PC","Percentage","0","Units",,,26,,
"LTU","Lithuania","SW_LIFS","Life satisfaction","L","Value","TOT","Total","AVSCORE","Average score","0","Units",,,6.4,,
"LTU","Lithuania","SW_LIFS","Life satisfaction","L","Value","MN","Men","AVSCORE","Average score","0","Units",,,6.6,,
"LTU","Lithuania","SW_LIFS","Life satisfaction","L","Value","WMN","Women","AVSCORE","Average score","0","Units",,,6.2,,
"LTU","Lithuania","SW_LIFS","Life satisfaction","L","Value","HGH","High","AVSCORE","Average score","0","Units",,,7.2,,
"LTU","Lithuania","SW_LIFS","Life satisfaction","L","Value","LW","Low","AVSCORE","Average score","0","Units",,,6.2,,
"LTU","Lithuania","PS_REPH","Homicide rate","L","Value","TOT","Total","RATIO","Ratio","0","Units",,,2.5,,
"LTU","Lithuania","PS_REPH","Homicide rate","L","Value","MN","Men","RATIO","Ratio","0","Units",,,4,,
"LTU","Lithuania","PS_REPH","Homicide rate","L","Value","WMN","Women","RATIO","Ratio","0","Units",,,1,,
"LTU","Lithuania","WL_EWLH","Employees working very long hours","L","Value","TOT","Total","PC","Percentage","0","Units",,,1,,
"LTU","Lithuania","WL_EWLH","Employees working very long hours","L","Value","MN","Men","PC","Percentage","0","Units",,,1.1,,
"LTU","Lithuania","WL_EWLH","Employees working very long hours","L","Value","WMN","Women","PC","Percentage","0","Units",,,0.8,,
